"URL","都道府県","経営主体","病院名","病床数","住所","電話"
"http://www.kanazawa-rc-hosp.jp","石川県","日赤","金沢赤十字病院",262,"石川県金沢市三馬2-251","076-242-8131"
"http://www.saiseikaikanazawa.jp/","石川県","済生会","石川県済生会金沢病院",260,"石川県金沢市赤土町二13-6","076-266-1060"
"http://www.hokuriku-hosp.jp","石川県","共済組合及び連合会","北陸病院",125,"石川県金沢市泉が丘2-13-43","076-243-1191"
"http://jouhoku-hosp.com/","石川県","公益法人","城北病院",314,"石川県金沢市京町20-3","076-251-6111"
"http://www.asanogawa-gh.or.jp","石川県","医療法人","浅ノ川総合病院",499,"石川県金沢市小坂町中83","076-252-2101"
"http://www.k-arimatsu.jp","石川県","医療法人","金沢有松病院",140,"石川県金沢市有松5-1-7","076-242-2111"
"http://www.knh.or.jp/","石川県","医療法人","金沢西病院",166,"石川県金沢市駅西本町6-15-41","076-233-1811"
"http://www.nouge.net/","石川県","医療法人","金沢脳神経外科病院",220,"石川県野々市市郷町262-2","076-246-5600"
"http://www.yonezawa-hospital.jp","石川県","医療法人","整形外科米澤病院",72,"石川県金沢市京町1-30","076-252-3281"
"http://www.houju.or.jp/","石川県","医療法人","芳珠記念病院",320,"石川県能美市緑が丘11-71","0761-51-5551"
"http://eijukai.jp/","石川県","医療法人","みらい病院",150,"石川県金沢市鞍月東1-9","076-237-8000"
"http://www.minamigaoka-hp.or.jp","石川県","特定医療法人","南ヶ丘病院",120,"石川県金沢市馬替2-125","076-298-3366"
"http://www.yawatamedical.com/","石川県","特定医療法人","やわたメディカルセンター",208,"石川県小松市八幡イ12-7","0761-47-1212"
"http://www.keiju.co.jp/","石川県","社会医療法人","恵寿総合病院",426,"石川県七尾市富岡町94","0767-52-3211"
"http://www.awara-hosp.jp/","福井県","独立行政法人国立病院機構","あわら病院",172,"福井県あわら市北潟238-1","0776-79-1211"
"http://www.fukui-hosp.jp/","福井県","独立行政法人国立病院機構","敦賀医療センター",275,"福井県敦賀市桜ヶ丘町33-1","0770-25-1600"
"http://fukui.jcho.go.jp/","福井県","独立行政法人地域医療機能推進機構","福井勝山総合病院",199,"福井県勝山市長山町2-6-21","0779-88-0350"
"http://takahama.jcho.go.jp","福井県","独立行政法人地域医療機能推進機構","若狭高浜病院",115,"福井県大飯郡高浜町宮崎87-14-2","0770-72-0880"
"http://fph.pref.fukui.lg.jp/","福井県","都道府県","福井県立病院",872,"福井県福井市四ツ井2-8-1","0776-54-5151"
"http://ota.jadecom.or.jp","福井県","市町村","越前町国民健康保険織田病院",55,"福井県丹生郡越前町織田106-44-1","0778-36-1000"
"http://www.jadecom.or.jp/jadecomhp/tannan/html/","福井県","市町村","公立丹南病院",179,"福井県鯖江市三六町1-2-31","0778-51-2260"
"http://tsuruga-hp.jp/","福井県","市町村","市立敦賀病院",332,"福井県敦賀市三島町1-6-60","0770-22-3611"
"http://www.obamahp-wakasa.jp/hospital/","福井県","市町村","杉田玄白記念公立小浜病院",456,"福井県小浜市大手町2-2","0770-52-0990"
"http://www.obamahp-wakasa.jp/reiku/","福井県","市町村","レイクヒルズ美方病院",100,"福井県三方上中郡若狭町気山315-1-9","0770-45-1131"
"http://www.fukui-med.jrc.or.jp/","福井県","日赤","福井赤十字病院",600,"福井県福井市月見2-4-1","0776-36-3630"
"http://www.fukui-saiseikai.com/","福井県","済生会","福井県済生会病院",460,"福井県福井市和田中町舟橋7-1","0776-23-1111"
"http://www.fmatsubara.com/","福井県","公益法人","松原病院",260,"福井県福井市文京2-9-1","0776-22-3717"
"http://www.ikebata.jp/","福井県","医療法人","池端病院",30,"福井県越前市今宿町8-1","0778-23-0150"
"http://www.otaki-hp.or.jp/otaki/","福井県","医療法人","大滝病院",110,"福井県福井市日光1-2-1","0776-23-3215"
"http://www.kasahara-hosp.or.jp/","福井県","医療法人","笠原病院",103,"福井県越前市塚町214","0778-23-1155"
"http://www.kimura-hospital.jp/","福井県","医療法人","木村病院",133,"福井県あわら市北金津57-25","0776-73-3323"
"http://www.tanaka-hosp.jp","福井県","医療法人","田中病院",148,"福井県福井市大手2-3-1","0776-22-8500"
"http://www.nakamura-hp.or.jp/","福井県","医療法人","中村病院",199,"福井県越前市天王町4-28","0778-22-0618"
"http://www.hayashi-hospital.or.jp","福井県","医療法人","林病院",206,"福井県越前市府中1-3-5","0778-22-0336"
"http://www.koseikaigroup.jp/hospital/","福井県","医療法人","福井厚生病院",199,"福井県福井市下六条町201番地","0776-41-3377"
"http://www.fujita-mhp.jp","福井県","医療法人","藤田記念病院",59,"福井県福井市宝永4-15-7","0776-21-1277"
"http://www.harue-hp.org","福井県","特定医療法人","春江病院",137,"福井県坂井市春江町針原65-7","0776-51-0029"
"http://www.fcvc.or.jp","福井県","特定医療法人","福井循環器病院",199,"福井県福井市新保2-228","0776-54-5660"
"http://www.yasukawa-hospital.jp","福井県","特定医療法人","安川病院",80,"福井県福井市大和田2-108","0776-52-2800"
"http://hospital.koyo-gr.jp/","福井県","医療生協","光陽生協病院",57,"福井県福井市光陽3-10-24","0776-24-5009"
"http://www.f-gh.jp/","福井県","その他法人","福井総合病院",315,"福井県福井市江上町第58号16-1","0776-59-2508"
"http://yamanashi.jcho.go.jp","山梨県","独立行政法人地域医療機能推進機構","山梨病院",168,"山梨県甲府市朝日3-11-16","055-252-8831"
"http://www.fymh.jp/forms/top/top.aspx","山梨県","市町村","国民健康保険富士吉田市立病院",310,"山梨県富士吉田市上吉田東7-11-1","0555-22-4111"
"http://www.ych.pref.yamanashi.jp/kitabyo/","山梨県","地方独立行政法人","山梨県立北病院",192,"山梨県韮崎市旭町上條南割3314-13","0551-22-1621"
"https://www.ych.pref.yamanashi.jp","山梨県","地方独立行政法人","山梨県立中央病院",644,"山梨県甲府市富士見1-1-1","055-253-7111"
"http://www.yamanashi-med.jrc.or.jp/","山梨県","日赤","山梨赤十字病院",269,"山梨県南都留郡富士河口湖町船津6663-1","0555-72-2222"
"http://www.kosei.jp/enzan/","山梨県","公益法人","塩山市民病院",179,"山梨県甲州市塩山西広門田433-1","0553-32-5111"
"http://www.kosei.jp/","山梨県","公益法人","山梨厚生病院",497,"山梨県山梨市落合860","0553-23-1311"
"http://akasakadai.com/","山梨県","医療法人","赤坂台病院",100,"山梨県甲斐市竜王新町2150","055-279-0111"
"http://www.isawa-hsp.or.jp/","山梨県","医療法人","石和温泉病院",193,"山梨県笛吹市石和町八田330-5","055-263-0111"
"http://1nomiya.or.jp","山梨県","医療法人","一宮温泉病院",123,"山梨県笛吹市一宮町坪井1745","0553-47-3131"
"http://www9.plala.or.jp/yamanashi-ha/hospital/h09.html","山梨県","医療法人","峡南病院",40,"山梨県南巨摩郡富士川町鰍沢1806","0556-22-4411"
"http://nirasakisougo.com/","山梨県","医療法人","恵信韮崎相互病院",64,"山梨県韮崎市一ツ谷1865-1","0551-22-2521"
"http://www.kofujonan.or.jp/","山梨県","医療法人","甲府城南病院",298,"山梨県甲府市上町753-1","055-241-5811"
"http://www.fch.or.jp","山梨県","医療法人","笛吹中央病院",150,"山梨県笛吹市石和町四日市場47-1","055-262-2185"
"http://www.miyagawa-hospital.com/","山梨県","医療法人","宮川病院",41,"山梨県南アルプス市上今諏訪1750","055-282-1107"
"http://www.krg.ne.jp/rehabili/","山梨県","特定医療法人","甲州リハビリテーション病院",180,"山梨県笛吹市石和町四日市場2031-25","055-262-3121"
"http://www.kanoiwa-hospital.or.jp/","山梨県","社会医療法人","加納岩総合病院",160,"山梨県山梨市上神内川1309","0553-22-2511"
"http://www.nagano-hosp.go.jp/","長野県","独立行政法人国立病院機構","信州上田医療センター",420,"長野県上田市緑が丘1-27-21","0268-22-1890"
"http://mmccenta.jp/index.html","長野県","独立行政法人国立病院機構","まつもと医療センター",573,"長野県松本市村井町南2-20-30","0263-58-4567"
"http://www.imh.jp","長野県","市町村","飯田市立病院",423,"長野県飯田市八幡町438","0265-21-1255"
"https://www.inahp.jp","長野県","市町村","伊那中央病院",394,"長野県伊那市小四郎久保1313-1","0265-72-3121"
"http://www.okaya-hosp.jp/","長野県","市町村","岡谷市民病院",295,"長野県岡谷市本町4-11-33","0266-23-8000"
"http://www.suwachuo.jp/","長野県","市町村","組合立諏訪中央病院",360,"長野県茅野市玉川4300","0266-72-1000"
"http://www.yodakubo-hp.jp/","長野県","市町村","国民健康保険　依田窪病院",140,"長野県小県郡長和町古町2857","0268-68-2036"
"http://www.sihp.jp/","長野県","市町村","昭和伊南総合病院",300,"長野県駒ヶ根市赤穂3230","0265-82-2121"
"https://www.omachi-hospital.jp","長野県","市町村","市立大町総合病院",199,"長野県大町市大町3130","0261-22-0415"
"http://hosp.town.tatsuno.nagano.jp","長野県","市町村","町立辰野病院",100,"長野県上伊那郡辰野町大字辰野1445-5","0266-41-0238"
"http://shinshumedicalcenter.jp","長野県","地方独立行政法人","長野県立信州医療センター",320,"長野県須坂市大字須坂1332","026-245-1650"
"http://www.hospital.nagano.nagano.jp/","長野県","地方独立行政法人","長野市民病院",400,"長野県長野市富竹1333-1","026-295-1199"
"http://www.azumino.jrc.or.jp/","長野県","日赤","安曇野赤十字病院",316,"長野県安曇野市豊科5685","0263-72-3170"
"http://www.iiyama.jrc.or.jp/","長野県","日赤","飯山赤十字病院",284,"長野県飯山市大字飯山226-1","0269-62-4195"
"http://kawanishi.jrc.or.jp","長野県","日赤","川西赤十字病院",84,"長野県佐久市望月318","0267-53-3011"
"http://shimoina.jrc.or.jp/","長野県","日赤","下伊那赤十字病院",112,"長野県下伊那郡松川町元大島3159-1","0265-36-2255"
"http://www.suwa.jrc.or.jp/","長野県","日赤","諏訪赤十字病院",455,"長野県諏訪市湖岸通り5-11-50","0266-52-6111"
"http://www.nagano-med.jrc.or.jp/","長野県","日赤","長野赤十字病院",680,"長野県長野市若里5-22-1","026-226-4131"
"http://www.komoro-mc.com","長野県","厚生連","浅間南麓こもろ医療センター",246,"長野県小諸市相生町3-3-21","0267-22-1070"
"http://km-rehacenter.jp/kakeyu/","長野県","厚生連","鹿教湯三才山リハビリテーションセンター鹿教湯病院",416,"長野県上田市鹿教湯温泉1308","0268-44-2111"
"http://km-rehacenter.jp/misayama/","長野県","厚生連","鹿教湯三才山リハビリテーションセンター三才山病院",246,"長野県上田市鹿教湯温泉1777","0268-44-2321"
"http://www.azumi-ghp.jp/","長野県","厚生連","北アルプス医療センターあづみ病院",320,"長野県北安曇郡池田町池田3207-1","0261-62-3166"
"http://www.sakuhp.or.jp/ja/honin/index.html","長野県","厚生連","佐久総合病院",309,"長野県佐久市臼田197","0267-82-3131"
"http://shimoina-hp.jp/","長野県","厚生連","下伊那厚生病院",111,"長野県下伊那郡高森町吉田481-13","0265-35-7511"
"http://www.nagano-matsushiro.or.jp/","長野県","厚生連","長野松代総合病院",365,"長野県長野市松代町松代183","026-278-2031"
"http://www.fujimihp.com/","長野県","厚生連","富士見高原医療福祉センター富士見高原病院",161,"長野県諏訪郡富士見町落合11100","0266-62-3030"
"http://www.hokushin-hosp.jp/","長野県","厚生連","北信総合病院",419,"長野県中野市西1-5-63","0269-22-2151"
"http://www.shinonoi-ghp.jp","長野県","厚生連","南長野医療センター篠ノ井総合病院",433,"長野県長野市篠ノ井会666-1","026-292-2261"
"http://www.shinmachi-hsp.com/","長野県","厚生連","南長野医療センター新町病院",140,"長野県長野市信州新町上条137","026-262-3111"
"http://www.asahi-nagano.com/","長野県","医療法人","朝日ながの病院",161,"長野県長野市三輪1-2-43","026-215-8081"
"http://inh.or.jp/","長野県","医療法人","一之瀬脳神経外科病院",77,"長野県松本市島立2093","0263-48-3300"
"http://www.kizankai.or.jp/","長野県","医療法人","輝山会記念病院",199,"長野県飯田市毛賀1707","0265-26-8111"
"http://www.kensei-kai.jp/","長野県","医療法人","諏訪湖畔病院",273,"長野県岡谷市長地小萩1-11-30","0266-27-5500"
"http://www.nakamura-hospital.jp/","長野県","医療法人","中村病院",100,"長野県塩尻市広丘高出1614-2","0263-52-3321"
"https://www.fujimori-hosp.jp/","長野県","医療法人","藤森病院",60,"長野県松本市中央2-9-8","0263-33-3672"
"http://www.matuokahp.com/","長野県","医療法人","松岡病院",128,"長野県松本市寿北2-6-2","0263-25-1093"
"http://www.asahi-hospital.com","長野県","医療法人","山田記念朝日病院",48,"長野県長野市南堀135-1","026-244-6411"
"http://www.newlife.or.jp/","長野県","特定医療法人","新生病院",155,"長野県上高井郡小布施町大字小布施851","026-247-2033"
"http://maruko-hp.jp/","長野県","特定医療法人","丸子中央病院",200,"長野県上田市中丸子1771-1","0268-42-1111"
"http://www.ai-hosp.or.jp/higashi/index.html","長野県","社会医療法人","相澤東病院",54,"長野県松本市本庄2-11-16","0263-33-2500"
"http://www.ai-hosp.or.jp","長野県","社会医療法人","相澤病院",460,"長野県松本市本庄2-5-1","0263-33-8600"
"http://www.iida.or.jp/","長野県","社会医療法人","飯田病院",447,"長野県飯田市大通1-15","0265-22-5150"
"http://www.keijinnet.or.jp/","長野県","社会医療法人","くろさわ病院",83,"長野県佐久市中込1-17-8","0267-64-1711"
"http://www.chushin-miniren.gr.jp/shiojiri/","長野県","社会医療法人","塩尻協立病院",99,"長野県塩尻市桟敷437","0263-53-5353"
"http://www.shironishi.or.jp/sh/","長野県","社会医療法人","城西病院",239,"長野県松本市城西1-5-16","0263-33-6400"
"http://www.skhp.or.jp/","長野県","社会医療法人","諏訪共立病院",110,"長野県諏訪郡下諏訪町矢木町214","0266-28-3071"
"http://www.chushin-miniren.gr.jp/","長野県","社会医療法人","松本協立病院",199,"長野県松本市巾上9-26","0263-35-5333"
"http://www.marunouchi.or.jp/","長野県","社会医療法人","丸の内病院",199,"長野県松本市渚1-7-45","0263-28-3003"
"http://www.nagano-chuo-hospital.jp/","長野県","医療生協","長野中央病院",322,"長野県長野市西鶴賀町1570","026-234-3307"
"http://kani.jcho.go.jp/","岐阜県","独立行政法人地域医療機能推進機構","可児とうのう病院",250,"岐阜県可児市土田1221-5","0574-25-3113"
"http://www.ogaki-mh.jp/","岐阜県","市町村","大垣市民病院",903,"岐阜県大垣市南頬町4-86","0584-81-3341"
"http://gmhosp.jp/","岐阜県","市町村","岐阜市民病院",609,"岐阜県岐阜市鹿島町7-1","058-251-1101"
"http://www.gujo-hospital.jp/","岐阜県","市町村","郡上市民病院",150,"岐阜県郡上市八幡町島谷1261","0575-67-1611"
"http://nakatsugawa-hp.jp/","岐阜県","市町村","総合病院中津川市民病院",360,"岐阜県中津川市駒場1522-1","0573-66-1251"
"http://www.kouseikai-tajimi-shimin.jp","岐阜県","市町村","多治見市民病院",250,"岐阜県多治見市前畑町3-43","0572-22-5211"
"http://www.hashima-hp.jp","岐阜県","市町村","羽島市民病院",281,"岐阜県羽島市新生町3-246","058-393-0111"
"http://minohospital.jp/","岐阜県","市町村","美濃市立美濃病院",122,"岐阜県美濃市中央4-3","0575-33-1221"
"https://www.gifu-hp.jp/","岐阜県","地方独立行政法人","岐阜県総合医療センター",604,"岐阜県岐阜市野一色4-6-1","058-246-1111"
"http://www.gero-hp.jp","岐阜県","地方独立行政法人","岐阜県立下呂温泉病院",206,"岐阜県下呂市森2211","0576-23-2222"
"http://www.tajimi-hospital.jp","岐阜県","地方独立行政法人","岐阜県立多治見病院",575,"岐阜県多治見市前畑町5-161","0572-22-5311"
"http://www.gifu-med.jrc.or.jp/","岐阜県","日赤","岐阜赤十字病院",311,"岐阜県岐阜市岩倉町3-36","058-231-2266"
"http://www.takayama.jrc.or.jp/","岐阜県","日赤","高山赤十字病院",472,"岐阜県高山市天満町3-11","0577-32-1111"
"http://www.ibi.gfkosei.or.jp/","岐阜県","厚生連","岐阜・西濃医療センター揖斐厚生病院",281,"岐阜県揖斐郡揖斐川町三輪2547-4","0585-21-1111"
"http://www.gihoku.gfkosei.or.jp/","岐阜県","厚生連","岐阜・西濃医療センター　岐北厚生病院",316,"岐阜県山県市高富1187-3","0581-22-1811"
"http://www.nishimino.gfkosei.or.jp","岐阜県","厚生連","岐阜・西濃医療センタ－　西美濃厚生病院",315,"岐阜県養老郡養老町押越986","0584-32-1161"
"http://www.kumiai.gfkosei.or.jp/","岐阜県","厚生連","飛騨医療センター　久美愛厚生病院",300,"岐阜県高山市中切町1-1","0577-32-1115"
"http://www.chuno.gfkosei.or.jp/","岐阜県","厚生連","中濃厚生病院",495,"岐阜県関市若草通5-1","0575-22-2211"
"http://www.tohno.gfkosei.or.jp/","岐阜県","厚生連","東濃厚生病院",270,"岐阜県瑞浪市土岐町76-1","0572-68-4111"
"http://www.tokaihp.jp","岐阜県","共済組合及び連合会","東海中央病院",332,"岐阜県各務原市蘇原東島町4-6-2","058-382-3101"
"https://iwasa-gifu.or.jp/","岐阜県","医療法人","岩砂病院・岩砂マタニティ",132,"岐阜県岐阜市八代1-7-1","058-231-2631"
"http://www.ogaki.tokushukai.or.jp","岐阜県","医療法人","大垣徳洲会病院",283,"岐阜県大垣市林町6-85-1","0584-77-6110"
"http://www.seiyuukai.or.jp","岐阜県","医療法人","笠松病院",88,"岐阜県岐阜市中鶉3-11","058-276-2881"
"http://kawamuramedical.or.jp/","岐阜県","医療法人","河村病院",315,"岐阜県岐阜市芥見大般若1-84","058-241-3311"
"http://www.skhosp.or.jp/","岐阜県","医療法人","岐阜清流病院",372,"岐阜県岐阜市川部3-25","058-239-8111"
"http://www.sawada-hp.or.jp","岐阜県","医療法人","澤田病院",229,"岐阜県岐阜市野一色7-2-5","058-247-3355"
"http://www.shirakawahp.com","岐阜県","医療法人","白川病院",124,"岐阜県加茂郡白川町坂ノ東5770","0574-72-2222"
"http://www.sekichuo.jp","岐阜県","医療法人","関中央病院",150,"岐阜県関市平成通2-6-18","0575-22-0012"
"http://hachiman-hosp.jp/","岐阜県","医療法人","八幡病院",71,"岐阜県郡上市八幡町桜町278","0575-65-2151"
"http://www.hiranogh.com/hiraindex.html","岐阜県","医療法人","平野総合病院",189,"岐阜県岐阜市黒野176-5","058-239-2325"
"http://www.kanamekai.com","岐阜県","医療法人","山内ホスピタル",129,"岐阜県岐阜市市橋3-7-22","058-276-2131"
"http://www.ohta-hospital.jp/hospital/index.html","岐阜県","特定医療法人","太田病院",89,"岐阜県美濃加茂市太田町2855-1","0574-26-1251"
"https://www.shinsei-hospital.jp/","岐阜県","特定医療法人","新生病院",96,"岐阜県揖斐郡池田町本郷1551-1","0585-45-3161"
"http://www.minokamo.or.jp","岐阜県","特定医療法人","のぞみの丘ホスピタル",310,"岐阜県美濃加茂市蜂屋町上蜂屋3555","0574-25-3188"
"http://www.hakuaikai.jp","岐阜県","特定医療法人","博愛会病院",281,"岐阜県不破郡垂井町2210-42","0584-23-1251"
"http://kizawa-memorial-hospital.jp","岐阜県","社会医療法人","木沢記念病院",452,"岐阜県美濃加茂市古井町下古井590","0574-25-2181"
"http://sumihosp.or.jp/","岐阜県","社会医療法人","鷲見病院",149,"岐阜県郡上市白鳥町白鳥2-1","0575-82-3151"
"http://www.matsunami-hsp.or.jp/","岐阜県","社会医療法人","松波総合病院",501,"岐阜県羽島郡笠松町田代185-1","058-388-0111"
"http://www.murakami.asahi-u.ac.jp","岐阜県","私立学校法人","朝日大学病院",381,"岐阜県岐阜市橋本町3-23","058-253-8001"
"http://www.kaizu.gifu.med.or.jp/byouin/top_a.html","岐阜県","その他法人","海津市医師会病院",136,"岐阜県海津市海津町福江656-16","0584-53-7111"
"http://www.fujikake-hosp.jp","岐阜県","個人","藤掛第一病院",119,"岐阜県岐阜市一番町1","058-265-5255"
"https://shizuoka-mc.hosp.go.jp/","静岡県","独立行政法人国立病院機構","静岡医療センター",450,"静岡県駿東郡清水町長沢762-1","055-975-2000"
"http://www.shizuokamind.org/","静岡県","独立行政法人国立病院機構","静岡てんかん・神経医療センター",410,"静岡県静岡市葵区漆山886","054-245-5446"
"http://www.hamamatsuh.johas.go.jp/","静岡県","独立行政法人労働者健康安全機構","浜松労災病院",312,"静岡県浜松市東区将監町25","053-462-1211"
"http://sakuragaoka.jcho.go.jp/","静岡県","独立行政法人地域医療機能推進機構","桜ヶ丘病院",199,"静岡県静岡市清水区桜が丘町13-23","054-353-5311"
"http://mishima.jcho.go.jp","静岡県","独立行政法人地域医療機能推進機構","三島総合病院",181,"静岡県三島市谷田字藤久保2276","055-975-3031"
"http://www.scchr.jp/","静岡県","都道府県","静岡県立静岡がんセンター",615,"静岡県駿東郡長泉町下長窪1007番地","055-989-5222"
"http://www.hospital.iwata.shizuoka.jp/","静岡県","市町村","磐田市立総合病院",500,"静岡県磐田市大久保512-3","0538-38-5000"
"http://www.kikugawa-hosp.jp","静岡県","市町村","菊川市立総合病院",260,"静岡県菊川市東横地1632","0537-35-2135"
"http://www.kanbarahp.com/","静岡県","市町村","共立蒲原総合病院",267,"静岡県富士市中之郷2500-1","0545-81-2211"
"http://hospital.town.morimachi.shizuoka.jp","静岡県","市町村","公立森町病院",131,"静岡県周智郡森町草ケ谷391-1","0538-85-2181"
"http://www.shimizuhospital.com/","静岡県","市町村","静岡市立清水病院",463,"静岡県静岡市清水区宮加三1231","054-336-1111"
"https://omaezaki-hospital.jp/","静岡県","市町村","市立御前崎総合病院",199,"静岡県御前崎市池新田2060","0537-86-8511"
"https://www.hospital.kosai.shizuoka.jp/","静岡県","市町村","市立湖西病院",196,"静岡県湖西市鷲津2259-1","053-576-1231"
"http://www.municipal-hospital.shimada.shizuoka.jp/","静岡県","市町村","市立島田市民病院",536,"静岡県島田市野田1200-5","0547-35-2111"
"http://www.chutoen-hp.shizuoka.jp","静岡県","市町村","中東遠総合医療センター",500,"静岡県掛川市菖蒲ヶ池1-1","0537-28-9501"
"http://www.numazu-hospital.shizuoka.jp/","静岡県","市町村","沼津市立病院",387,"静岡県沼津市東椎路字春ノ木550","055-924-5100"
"http://www.hmedc.or.jp/","静岡県","市町村","浜松医療センター",606,"静岡県浜松市中区富塚町328","053-453-7111"
"http://www.hriha.jp/","静岡県","市町村","浜松市リハビリテーション病院",225,"静岡県浜松市中区和合北1-6-1","053-471-8331"
"http://www.hospital.fujieda.shizuoka.jp/","静岡県","市町村","藤枝市立総合病院",564,"静岡県藤枝市駿河台4-1-11","054-646-1111"
"http://byoin.city.fuji.shizuoka.jp/","静岡県","市町村","富士市立中央病院",520,"静岡県富士市高島町50","0545-52-1131"
"http://fujinomiya-hp.jp","静岡県","市町村","富士宮市立病院",380,"静岡県富士宮市錦町3-1","0544-27-3151"
"http://www.hospital.yaizu.shizuoka.jp/","静岡県","市町村","焼津市立総合病院",471,"静岡県焼津市道原1000","054-623-3111"
"http://www.shizuoka-pho.jp/sogo/","静岡県","地方独立行政法人","静岡県立総合病院",712,"静岡県静岡市葵区北安東4-27-1","054-247-6111"
"https://www.shizuokahospital.jp","静岡県","地方独立行政法人","静岡市立静岡病院",506,"静岡県静岡市葵区追手町10-93","054-253-3125"
"http://izurc.jp","静岡県","日赤","伊豆赤十字病院",94,"静岡県伊豆市小立野100","0558-72-2148"
"http://www.inasa.jrc.or.jp/","静岡県","日赤","引佐赤十字病院",99,"静岡県浜松市北区引佐町金指1020","053-542-0115"
"http://www.shizuoka-med.jrc.or.jp/","静岡県","日赤","静岡赤十字病院",465,"静岡県静岡市葵区追手町8-2","054-254-4311"
"http://www.susono-jrc.jp/","静岡県","日赤","裾野赤十字病院",104,"静岡県裾野市佐野713","055-992-0008"
"http://www.hamamatsu.jrc.or.jp","静岡県","日赤","浜松赤十字病院",312,"静岡県浜松市浜北区小林1088-1","053-401-1111"
"http://www.siz.saiseikai.or.jp/hosp/","静岡県","済生会","静岡済生会総合病院",521,"静岡県静岡市駿河区小鹿1-1-1","054-285-6171"
"http://k-enshu.ja-shizuoka.or.jp","静岡県","厚生連","ＪＡ静岡厚生連遠州病院",400,"静岡県浜松市中区中央1-1-1","053-453-1111"
"http://www.ja-shizuoka.or.jp/k-shimizu/","静岡県","厚生連","ＪＡ静岡厚生連清水厚生病院",154,"静岡県静岡市清水区庵原町578-1","054-366-3333"
"http://www.ja-shizuoka.or.jp/szkosei-hosp/","静岡県","厚生連","静岡厚生病院",265,"静岡県静岡市葵区北番町23","054-271-7177"
"http://www.k-nakaizu.jp/","静岡県","厚生連","リハビリテーション中伊豆温泉病院",285,"静岡県伊豆市上白岩1000","0558-83-3333"
"http://www.yuurinkouseikai.or.jp/","静岡県","公益法人","公益社団法人有隣厚生会富士病院",160,"静岡県御殿場市新橋1784","0550-83-3333"
"http://www.toububyouin.org/","静岡県","公益法人","東部病院",60,"静岡県御殿場市茱萸沢1180-2","0550-89-8000"
"http://www.fukkou-kai.jp/nrh/","静岡県","公益法人","沼津リハビリテーション病院",106,"静岡県沼津市上香貫蔓陀ケ原2510-22","055-931-1911"
"http://www.atagawa.gr.jp","静岡県","医療法人","熱川温泉病院",199,"静岡県賀茂郡東伊豆町白田424","0557-23-0843"
"http://atami-tokoro.jp/","静岡県","医療法人","熱海所記念病院",144,"静岡県熱海市昭和町20-20","0557-82-3000"
"http://www.ikeda-hp-g.or.jp","静岡県","医療法人","池田病院",88,"静岡県駿東郡長泉町本宿411-5","055-986-1212"
"http://www.shinkohkai.jp/heiwa/","静岡県","医療法人","伊豆平和病院",169,"静岡県田方郡函南町平井1690-13","055-974-1355"
"http://www.seishinkai-med.or.jp/","静岡県","医療法人","岡本石井病院",197,"静岡県焼津市小川新町5-2-3","054-627-5585"
"http://www.gotenba-kaisei.jp","静岡県","医療法人","御殿場かいせい病院",120,"静岡県御殿場市大坂57-8","0550-87-3737"
"http://www.momoha.or.jp","静岡県","医療法人","湖山リハビリテーション病院",192,"静岡県富士市大渕405-25","0545-36-2000"
"http://www.jyuzen-byouin.com/","静岡県","医療法人","十全記念病院",299,"静岡県浜松市浜北区小松1700","053-586-1115"
"http://sugiyamahospital.com/","静岡県","医療法人","杉山病院",50,"静岡県沼津市錦町3-5","055-963-4114"
"http://seiseiriha.com/","静岡県","医療法人","静清リハビリテーション病院",250,"静岡県静岡市葵区春日2-12-25","054-653-5858"
"http://serizawa-hp.com/wp/","静岡県","医療法人","芹沢病院",105,"静岡県三島市幸原町2-3-1","055-986-1075"
"http://www.suzukake.or.jp/tenryu/","静岡県","医療法人","天竜すずかけ病院",165,"静岡県浜松市天竜区二俣町二俣2396-56","053-925-8111"
"http://www.eikikai.or.jp/susono/","静岡県","医療法人","東名裾野病院",142,"静岡県裾野市御宿1472","055-997-0200"
"http://www.naga-reha.or.jp","静岡県","医療法人","長岡リハビリテーション病院",54,"静岡県伊豆の国市長岡946","055-948-0555"
"http://www.nishiizu.gr.jp","静岡県","医療法人","西伊豆健育会病院",78,"静岡県賀茂郡西伊豆町仁科138-2","0558-52-2366"
"http://www.hospital.haibara.shizuoka.jp/","静岡県","医療法人","榛原総合病院",450,"静岡県牧之原市細江2887-1","0548-22-1131"
"http://www.hamamatsu-minami.com/","静岡県","医療法人","浜松南病院",150,"静岡県浜松市南区白羽町26","053-443-2111"
"http://wwww.heiseihp.com/","静岡県","医療法人","藤枝平成記念病院",199,"静岡県藤枝市水上123-1","054-643-1230"
"http://www.ninchisyo.jp/","静岡県","医療法人","富士山麓病院",168,"静岡県御殿場市中畑1932","0550-89-5671"
"http://www.fujiseikei.com","静岡県","医療法人","富士整形外科病院",106,"静岡県富士市錦町1-4-23","0545-51-3751"
"http://toranomon.or.jp/","静岡県","医療法人","フジ虎ノ門整形外科病院",211,"静岡県御殿場市川島田1067-1","0550-89-7872"
"http://mchp.or.jp/","静岡県","医療法人","三島中央病院",196,"静岡県三島市緑町1-3","055-971-4133"
"http://www.mishimatohkaihp.or.jp","静岡県","医療法人","三島東海病院",99,"静岡県三島市川原ケ谷264-12","055-972-9111"
"https://mishimamorita.jp/","静岡県","医療法人","三島森田病院",203,"静岡県三島市徳倉1195-793","055-986-3337"
